ano,internacoes,codigo_municipio,municipio,obitos,taxa_mortalidade,populacao,fonte_populacao,internacoes_por_100k,obitos_por_100k
2021,2552,130270,Manicore,100,3.918495297805643,57405,IBGE - Estimativas de populacao,4445.605783468339,174.20085358418254
2021,696,130280,Maraa,19,2.7298850574712645,18298,IBGE - Estimativas de populacao,3803.694392829818,103.83648486173352
2021,3772,130290,Maues,141,3.7380699893955462,66159,IBGE - Estimativas de populacao,5701.416285010354,213.12293112048246
2021,838,130300,Nhamunda,35,4.176610978520286,21710,IBGE - Estimativas de populacao,3859.972362966375,161.21602947950254
2021,1600,130310,Nova Olinda Do Norte,45,2.8125,38665,IBGE - Estimativas de populacao,4138.109401267296,116.3843269106427
2021,820,130320,Novo Airao,28,3.414634146341464,20395,IBGE - Estimativas de populacao,4020.59328266732,137.2885511154695
2021,1078,130330,Novo Aripuana,16,1.4842300556586272,26443,IBGE - Estimativas de populacao,4076.6932647581593,60.507506712551525
2021,7223,130340,Parintins,424,5.870137062162536,116439,IBGE - Estimativas de populacao,6203.248052628415,364.1391629952164
2021,792,130350,Pauini,29,3.6616161616161618,19616,IBGE - Estimativas de populacao,4037.520391517129,147.83849918433933
2021,1611,130353,Presidente Figueiredo,107,6.641837368094351,38095,IBGE - Estimativas de populacao,4228.901430633941,280.87675547972174
2021,1142,130356,Rio Preto Da Eva,80,7.005253940455342,34856,IBGE - Estimativas de populacao,3276.3369290796422,229.51572182694514
