ano,internacoes,codigo_municipio,municipio,obitos,taxa_mortalidade,populacao,fonte_populacao,internacoes_por_100k,obitos_por_100k
2024,1140,130165,Guajara,27,2.368421052631579,14332,IBGE - Estimativas de populacao,7954.228300307005,188.38961763885013
2024,2394,130170,Humaita,61,2.5480367585630743,62312,IBGE - Estimativas de populacao,3841.956605469252,97.89446655539864
2024,2537,130180,Ipixuna,34,1.3401655498620417,25458,IBGE - Estimativas de populacao,9965.433262628643,133.55330348024196
2024,2302,130185,Iranduba,68,2.9539530842745436,67114,IBGE - Estimativas de populacao,3429.9848019787228,101.32014184819859
2024,6067,130190,Itacoatiara,140,2.3075655183781114,112520,IBGE - Estimativas de populacao,5391.930323498044,124.4223249200142
2024,1010,130195,Itamarati,2,0.19801980198019803,11730,IBGE - Estimativas de populacao,8610.400682011936,17.050298380221655
2024,765,130200,Itapiranga,13,1.6993464052287581,10805,IBGE - Estimativas de populacao,7080.055529847293,120.3146691346599
2024,519,130210,Japura,8,1.5414258188824663,9397,IBGE - Estimativas de populacao,5523.039267851442,85.13355326167927
2024,61,130220,Jurua,1,1.639344262295082,11152,IBGE - Estimativas de populacao,546.987087517934,8.96700143472023
2024,1988,130230,Jutai,5,0.2515090543259557,27656,IBGE - Estimativas de populacao,7188.313566676309,18.079259473531966
2024,1438,130240,Labrea,36,2.5034770514603615,48927,IBGE - Estimativas de populacao,2939.0724957589878,73.57900545710957
2024,6987,130250,Manacapuru,177,2.5332760841562902,110691,IBGE - Estimativas de populacao,6312.166300783262,159.90459928991515
2024,1014,130255,Manaquiri,13,1.282051282051282,17009,IBGE - Estimativas de populacao,5961.549767770004,76.43012522782057
2024,118880,130260,Manaus,5292,4.451547779273217,2279686,IBGE - Estimativas de populacao,5214.753259878773,232.1372329347112
2024,2419,130270,Manicore,43,1.7775940471269118,57758,IBGE - Estimativas de populacao,4188.164410125005,74.44856123827002
2024,910,130280,Maraa,3,0.32967032967032966,15843,IBGE - Estimativas de populacao,5743.861642365713,18.935807612194658
2024,3276,130290,Maues,92,2.8083028083028085,65714,IBGE - Estimativas de populacao,4985.2390662568105,140.0006086982987
2024,1428,130300,Nhamunda,22,1.5406162464985995,21106,IBGE - Estimativas de populacao,6765.848573865252,104.23576234246187
2024,1436,130310,Nova Olinda Do Norte,15,1.0445682451253482,28267,IBGE - Estimativas de populacao,5080.128772066367,53.065411964481555
2024,1247,130320,Novo Airao,24,1.9246190858059342,16467,IBGE - Estimativas de populacao,7572.721199975708,145.74603752960468
2024,1488,130330,Novo Aripuana,26,1.747311827956989,24987,IBGE - Estimativas de populacao,5955.096650258134,104.05410813623085
2024,8890,130340,Parintins,172,1.9347581552305961,101956,IBGE - Estimativas de populacao,8719.44760484915,168.70022362587784
2024,1357,130350,Pauini,29,2.1370670596904935,20232,IBGE - Estimativas de populacao,6707.19652036378,143.33728746540135
2024,1355,130353,Presidente Figueiredo,36,2.6568265682656826,33004,IBGE - Estimativas de populacao,4105.562962065204,109.07768755302386
2024,1202,130356,Rio Preto Da Eva,37,3.0782029950083194,25723,IBGE - Estimativas de populacao,4672.860863818372,143.84014306262878
2024,825,130360,Santa Isabel Do Rio Negro,16,1.9393939393939394,14176,IBGE - Estimativas de populacao,5819.69525959368,112.8668171557562
2024,1662,130370,Santo Antonio Do Ica,14,0.842358604091456,30448,IBGE - Estimativas de populacao,5458.486600105098,45.98003152916448
2024,2120,130380,Sao Gabriel Da Cachoeira,62,2.9245283018867925,56406,IBGE - Estimativas de populacao,3758.4654114810482,109.91738467538913
2024,2178,130390,Sao Paulo De Olivenca,35,1.6069788797061526,35196,IBGE - Estimativas de populacao,6188.203204909649,99.4431185361973
2024,849,130395,Sao Sebastiao Do Uatuma,14,1.6489988221436984,12247,IBGE - Estimativas de populacao,6932.30995345799,114.31370947987261
2024,885,130400,Silves,10,1.1299435028248588,12404,IBGE - Estimativas de populacao,7134.795227346018,80.61915511125443
2024,666,130406,Tabatinga,24,3.6036036036036037,72283,IBGE - Estimativas de populacao,921.3784707330908,33.202827774165435
2024,382,130410,Tapaua,4,1.0471204188481675,20501,IBGE - Estimativas de populacao,1863.323740305351,19.51124335398273
2024,5938,130420,Tefe,63,1.0609632873021217,79278,IBGE - Estimativas de populacao,7490.098135674462,79.46719140240673
2024,1515,130423,Tonantins,10,0.6600660066006601,20224,IBGE - Estimativas de populacao,7491.099683544304,49.446202531645575
2024,1041,130426,Uarini,8,0.7684918347742555,15278,IBGE - Estimativas de populacao,6813.719073177117,52.36287472182222
2024,940,130430,Urucara,20,2.127659574468085,19505,IBGE - Estimativas de populacao,4819.2771084337355,102.53781081773904
2024,585,130440,Urucurituba,20,3.418803418803419,25592,IBGE - Estimativas de populacao,2285.870584557674,78.14942169427947
2025,1434,130002,Alvaraes,13,0.906555090655509,16806,IBGE - Estimativas de populacao,8532.666904676902,77.3533261930263
2025,1106,130006,Amatura,15,1.3562386980108498,11533,IBGE - Estimativas de populacao,9589.872539668777,130.06156247290383
2025,1541,130008,Anama,3,0.1946787800129786,9981,IBGE - Estimativas de populacao,15439.334735998398,30.057108506161704
2025,1857,130010,Anori,11,0.5923532579429186,18056,IBGE - Estimativas de populacao,10284.669915817458,60.92157731501993
2025,1063,130014,Apui,22,2.06961429915334,21781,IBGE - Estimativas de populacao,4880.400348927965,101.00546347734263
2025,1178,130020,Atalaia Do Norte,17,1.4431239388794566,15889,IBGE - Estimativas de populacao,7413.93416829253,106.99225879539304
2025,2276,130030,Autazes,23,1.0105448154657293,45960,IBGE - Estimativas de populacao,4952.13228894691,50.043516100957355
2025,1120,130040,Barcelos,19,1.6964285714285714,18210,IBGE - Estimativas de populacao,6150.466776496431,104.3382756727073
2025,2398,130050,Barreirinha,49,2.043369474562135,33722,IBGE - Estimativas de populacao,7111.084751794081,145.3057351284028
2025,2795,130060,Benjamin Constant,34,1.2164579606440071,40908,IBGE - Estimativas de populacao,6832.404419673413,83.11332746651021
2025,1524,130063,Beruri,10,0.6561679790026247,22495,IBGE - Estimativas de populacao,6774.838853078461,44.45432318292954
2025,1285,130068,Boa Vista Do Ramos,31,2.4124513618677046,26479,IBGE - Estimativas de populacao,4852.9022999357985,117.0739076249103
2025,2352,130070,Boca Do Acre,38,1.6156462585034015,38792,IBGE - Estimativas de populacao,6063.105795009281,97.95834192617035
2025,1934,130080,Borba,34,1.7580144777662874,34869,IBGE - Estimativas de populacao,5546.473945338266,97.50781496458173
2025,822,130083,Caapiranga,10,1.2165450121654502,14806,IBGE - Estimativas de populacao,5551.803322977172,67.5401864109145
2025,808,130090,Canutama,13,1.608910891089109,18109,IBGE - Estimativas de populacao,4461.869788502954,71.78750897343862
2025,2246,130100,Carauari,36,1.6028495102404272,31130,IBGE - Estimativas de populacao,7214.90523610665,115.64407324124639
2025,2258,130110,Careiro,27,1.1957484499557132,32336,IBGE - Estimativas de populacao,6982.929242949035,83.4982681840673
2025,478,130115,Careiro Da Varzea,17,3.556485355648536,20324,IBGE - Estimativas de populacao,2351.89923243456,83.64495178114545
2025,5276,130120,Coari,255,4.833206974981046,73576,IBGE - Estimativas de populacao,7170.816570620854,346.5804066543438
2025,1691,130130,Codajas,28,1.655824955647546,24572,IBGE - Estimativas de populacao,6881.816701937164,113.95083835259645
2025,2438,130140,Eirunepe,71,2.912223133716161,35793,IBGE - Estimativas de populacao,6811.387701505881,198.36280837035176
2025,1130,130150,Envira,25,2.2123893805309733,17985,IBGE - Estimativas de populacao,6283.013622463164,139.00472616068947
2025,1680,130160,Fonte Boa,33,1.9642857142857142,28227,IBGE - Estimativas de populacao,5951.748326070783,116.90934211924754
2025,903,130165,Guajara,21,2.3255813953488373,14344,IBGE - Estimativas de populacao,6295.315114333519,146.4026770775237
2025,2980,130170,Humaita,48,1.6107382550335572,63454,IBGE - Estimativas de populacao,4696.315441106944,75.64534938695748
2025,2297,130180,Ipixuna,21,0.914235959947758,25629,IBGE - Estimativas de populacao,8962.503414101215,81.93842912325881
2025,2600,130185,Iranduba,81,3.1153846153846154,68862,IBGE - Estimativas de populacao,3775.66727658215,117.62655746275158
2025,6847,130190,Itacoatiara,193,2.8187527384255877,113917,IBGE - Estimativas de populacao,6010.5164286278605,169.42159642546767
2025,688,130195,Itamarati,4,0.5813953488372093,11956,IBGE - Estimativas de populacao,5754.432920709268,33.45600535296086
2025,781,130200,Itapiranga,13,1.6645326504481435,10955,IBGE - Estimativas de populacao,7129.164764947513,118.66727521679599
2025,435,130210,Japura,3,0.6896551724137931,9420,IBGE - Estimativas de populacao,4617.834394904458,31.84713375796178
2025,363,130220,Jurua,4,1.1019283746556474,11093,IBGE - Estimativas de populacao,3272.33390426395,36.058775804561435
2025,1613,130230,Jutai,13,0.805951642901426,28202,IBGE - Estimativas de populacao,5719.4525210977945,46.0960215587547
2025,2639,130240,Labrea,20,0.757862826828344,49469,IBGE - Estimativas de populacao,5334.654025753502,40.42935980108755
2025,8184,130250,Manacapuru,212,2.590420332355816,111751,IBGE - Estimativas de populacao,7323.42439888681,189.70747465347065
2025,1508,130255,Manaquiri,16,1.0610079575596816,16211,IBGE - Estimativas de populacao,9302.32558139535,98.69841465671458
2025,138507,130260,Manaus,5535,3.9961879183001576,2303732,IBGE - Estimativas de populacao,6012.287887653599,240.26232217983687
2025,2545,130270,Manicore,44,1.7288801571709236,58018,IBGE - Estimativas de populacao,4386.5696852700885,75.83853286910959
2025,602,130280,Maraa,6,0.9966777408637874,15815,IBGE - Estimativas de populacao,3806.5128042997153,37.938665823585204
2025,3548,130290,Maues,92,2.593010146561443,66336,IBGE - Estimativas de populacao,5348.528702363724,138.68789194404243
2025,1193,130300,Nhamunda,24,2.0117351215423303,21251,IBGE - Estimativas de populacao,5613.85346571926,112.93586184179568
2025,1113,130310,Nova Olinda Do Norte,11,0.9883198562443846,28123,IBGE - Estimativas de populacao,3957.6147637165313,39.11389254346976
2025,1473,130320,Novo Airao,22,1.4935505770536321,16562,IBGE - Estimativas de populacao,8893.853399347905,132.8341987682647
2025,1505,130330,Novo Aripuana,16,1.06312292358804,25325,IBGE - Estimativas de populacao,5942.74432379072,63.1786771964462
2025,9329,130340,Parintins,183,1.9616250401972342,101855,IBGE - Estimativas de populacao,9159.098718766874,179.66717392371507
2025,1147,130350,Pauini,24,2.092414995640802,20229,IBGE - Estimativas de populacao,5670.0776113500415,118.64155420436006
2025,1893,130353,Presidente Figueiredo,40,2.1130480718436346,33291,IBGE - Estimativas de populacao,5686.22150130666,120.15259379411854
2025,1398,130356,Rio Preto Da Eva,39,2.7896995708154506,25364,IBGE - Estimativas de populacao,5511.748935499133,153.76123639804447
2025,938,130360,Santa Isabel Do Rio Negro,13,1.3859275053304905,13947,IBGE - Estimativas de populacao,6725.460672546067,93.21000932100092
2025,1856,130370,Santo Antonio Do Ica,23,1.2392241379310345,30679,IBGE - Estimativas de populacao,6049.740865086867,74.96984908243424
2025,2483,130380,Sao Gabriel Da Cachoeira,70,2.819170358437374,57396,IBGE - Estimativas de populacao,4326.0854414941805,121.95971844727856
2025,1967,130390,Sao Paulo De Olivenca,36,1.8301982714794103,35442,IBGE - Estimativas de populacao,5549.912533152757,101.5744032503809
2025,815,130395,Sao Sebastiao Do Uatuma,11,1.3496932515337423,12338,IBGE - Estimativas de populacao,6605.608688604311,89.15545469281894
2025,1114,130400,Silves,17,1.526032315978456,12619,IBGE - Estimativas de populacao,8827.957841350346,134.71748949996038
2025,774,130406,Tabatinga,19,2.454780361757106,73348,IBGE - Estimativas de populacao,1055.2434967551944,25.903910127065497
2025,1074,130410,Tapaua,11,1.0242085661080074,20728,IBGE - Estimativas de populacao,5181.397143959861,53.06831339251254
2025,6222,130420,Tefe,79,1.2696882031501124,80137,IBGE - Estimativas de populacao,7764.203800990803,98.58117972971287
2025,1595,130423,Tonantins,22,1.3793103448275863,20257,IBGE - Estimativas de populacao,7873.821395073308,108.60443303549391
2025,1246,130426,Uarini,14,1.1235955056179776,15640,IBGE - Estimativas de populacao,7966.7519181585685,89.5140664961637
2025,1269,130430,Urucara,22,1.7336485421591805,19617,IBGE - Estimativas de populacao,6468.879033491359,112.14762705816383
2025,884,130440,Urucurituba,15,1.6968325791855203,25965,IBGE - Estimativas de populacao,3404.583092624687,57.770075101097625
